序号,公告标题,发布日期,跳转链接 
['8'],['广州市番禺区珊瑚湾畔小学电教平台设备采购项目(CZ2019-1304)'],['2019-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629538.jhtml']
['9'],['广州市民政局广州市受助人员安置中心信息化项目(CZ2019-1499)'],['2019-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629501.jhtml']
['10'],['广州空港经济区管理委员会、广州白云机场综合保税区管理委员会办公用房租赁采购项目(CD2019-0127)'],['2019-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629498.jhtml']
['1'],['广州市公安局森林分局采购电子数据检验设备项目(CZ2019-1046)'],['2019-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629495.jhtml']
['2'],['广州市增城区永宁街中心小学(碧桂园凤凰名苑配套幼儿园、金地香山湖配套幼儿园、誉山国际三区第二配套幼儿园）厨房设备采购项目(CZ2019-1391)'],['2019-08-27'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629490.jhtml']
['3'],['南沙区黄阁镇坦尾村更新改造项目(CZ2019-1500)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629475.jhtml']
['4'],['广州市规划和自然资源局白云区分局2019-2021年业务档案整理采购项目(CZ2019-1315)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629444.jhtml']
['5'],['广州市增城区政务服务大厅办公设备采购项目(CZ2019-1398)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629442.jhtml']
['6'],['中国人民银行广州分行押运驾驶员管理业务服务采购项目(CD2019-0120)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629391.jhtml']
['7'],['广州市花都区胡忠医院信息系统开发及配套数据安装采购项目(CZ2019-1218)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629390.jhtml']
['8'],['广州市增城区新塘镇天伦学校校园信息化建设采购项目(CZ2019-1310)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629366.jhtml']
['9'],['广州市教育信息中心2019年广州市教育科研网出口流量租赁及应用系统维护项目之信息安全维护服务采购项目(CZ2019-1021)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629361.jhtml']
['10'],['广州市建筑节能与墙材革新管理办公室2019年广州市民用建筑能耗统计服务采购项目(CZ2019-1372)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629358.jhtml']
['1'],['广州市番禺区财务核算信息集中监管系统实施项目(CD2019-0124)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629353.jhtml']
['2'],['广州市番禺区住房保障办公室大学城墨香南园、墨香北园物业管理服务项目(CZ2019-1360)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629340.jhtml']
['3'],['新塘镇河涌两岸环境专项整治行动服务采购项目(CZ2019-1386)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629339.jhtml']
['4'],['广州市医疗保险服务中心2019年广州市医疗保险服务管理局经办业务信息化运维采购项目(CZ2019-1437)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629335.jhtml']
['5'],['广州市居民家庭经济状况核对信息系统四期项目(CC2019-0072)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629331.jhtml']
['6'],['广州市消防支队增城区大队三维数字化预案制作服务采购项目(CC2019-0068)'],['2019-08-26'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629322.jhtml']
['7'],['广州市受助人员安置中心洗衣房设备采购项目(CZ2019-1383)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629267.jhtml']
['8'],['广州市受助人员安置中心厨房设备采购项目(CZ2019-1415)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629261.jhtml']
['9'],['广州市受助人员安置中心机械停车位采购项目(CZ2019-1402)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629255.jhtml']
['10'],['广州市住房保障办公室法律服务采购项目(CZ2019-0701)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629177.jhtml']
['1'],['广州市增城区智慧图书馆建设项目(CZ2019-1367)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629124.jhtml']
['2'],['广州市白云区金沙街垃圾清运作业服务采购项目(CD2019-0125)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629117.jhtml']
['3'],['广州市花都区胡忠医院OA办公自动化管理系统开发采购项目(CZ2019-1338)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629084.jhtml']
['4'],['广州市荔湾区中医医院中医审方系统采购项目(CZ2019-1405)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629081.jhtml']
['5'],['广州市妇女儿童医疗中心医院智能物流机器人采购项目(CZ2019-1061)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629075.jhtml']
['6'],['广州市荔湾区城市管理机械化作业管理中心机动车保险采购项目(CZ2019-1288)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629060.jhtml']
['7'],['广州市第一人民医院远程医联体系统建设项目(CZ2019-1423)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629059.jhtml']
['8'],['第二届“绽放杯”5G应用征集大赛（广东省）区域赛服务采购项目(CD2019-0123)'],['2019-08-23'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/629055.jhtml']
['9'],['广州市花都区城市环境卫生管理所花都区环卫所环卫车辆保险服务采购项目(CZ2019-1280)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628990.jhtml']
['10'],['2018年人事人才系统（新政策新业务）升级改造项目(CZ2019-1351)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628988.jhtml']
['1'],['广州市南沙区教育局南沙区港湾小学教学专用仪器采购项目(CZ2019-1421)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628984.jhtml']
['2'],['广州市林业和园林局2019年流程化管理升级改造及信息化基础设施建设(CZ2019-0997)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628969.jhtml']
['3'],['广州市南沙区南沙街育英幼儿园（第二分园）采购厨卫用具采购项目(CZ2019-1413)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628968.jhtml']
['4'],['广州市增城区新塘镇官湖村旧村全面改造项目(CZ2019-1365)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628934.jhtml']
['5'],['广州市文学艺术界联合会文艺资源数据库与数据开放服务平台建设项目(二期)(CZ2019-1111)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628932.jhtml']
['6'],['广州市住房和城乡建设委员会2019年度信息化运维项目之一采购项目(CZ2019-1436)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628926.jhtml']
['7'],['广州市住房和城乡建设委员会2019年度信息化运维项目之二采购项目(CZ2019-1440)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628915.jhtml']
['8'],['广东省广州市中级人民法院文印设备维修和保养全包服务项目(CZ2019-1290)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628896.jhtml']
['9'],['广州开发区经济和信息化局黄埔区2019年节能降耗工作推进采购项目(CZ2019-1418)'],['2019-08-22'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628894.jhtml']
['10'],['2019年清远市人民医院信息类项目需求征集公告'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628882.jhtml']
['1'],['2019年清远市人民医院设备类项目需求征集公告'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628878.jhtml']
['2'],['2019年清远市人民医院后勤类项目需求征集公告'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628872.jhtml']
['3'],['市府大院西配电房出线电缆更换项目(CZ2019-1451)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628867.jhtml']
['4'],['广州市增城区实施乡村振兴战略“三农”大数据（一期）项目(CZ2019-1408)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628863.jhtml']
['5'],['广州文化馆项目弱电信息化及建筑智能化工程(CZ2018-2117)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628840.jhtml']
['6'],['广州市气象台国际航运枢纽预报预警服务系统之海上大风预报预警系统研发项目(CZ2019-1313)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628838.jhtml']
['7'],['广州市南沙区高新小学学生接送服务采购项目(CZ2019-1414)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628810.jhtml']
['8'],['广州市职业技能鉴定指导中心2019年信息化建设项目(CZ2019-1168)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628804.jhtml']
['9'],['广州市天河区政务服务数据管理局天河区信息化项目定点评审服务采购项目（2019-2021年）(CZ2019-1234)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628802.jhtml']
['10'],['广州市妇女儿童医疗中心2019年度信息系统运行维护项目(CZ2019-1176)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628792.jhtml']
['1'],['增城区国土空间管理信息平台建设采购项目(CZ2019-1273)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628790.jhtml']
['2'],['广州市信息工程职业学校互联网+中国制造2025产教融合创新基地-工业机器人工艺和示教编程实训中心采购项目(CZ2019-1153)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628789.jhtml']
['3'],['广州市增城区青少年宫中央空调系统日常维护保养项目(CZ2019-1329)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628788.jhtml']
['4'],['广州市公安局黄埔区分局执法办案场所提档升级项目监理服务采购项目(CZ2019-0886)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628786.jhtml']
['5'],['广州市南沙区住房和城乡建设局交通执法停车场租赁采购项目(CZ2019-1388)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628782.jhtml']
['6'],['广州市白云区太和人民医院数字化医院建设 (更换医院信息系统)项目(CZ2019-1407)'],['2019-08-21'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628778.jhtml']
['7'],['广州市天河区教育局第一一三中学半地下室非机动车库改建及厨房设备采购项目(CZ2019-1326)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628721.jhtml']
['8'],['广东省广州花都监狱2019年物业保洁服务采购项目(CZ2019-1397)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628670.jhtml']
['9'],['增城城市馆中央空调设备维修保养服务采购项目(CZ2019-1369)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628668.jhtml']
['10'],['广州市黄埔区人民政府长洲街道办事处广州市黄埔区长洲岛交通信息板系统建设采购项目(CZ2019-1333)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628650.jhtml']
['1'],['广州城市职业学院2019年信息化集成（数字图书馆暨文化素质教育基地建设）采购项目(CZ2019-1448)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628641.jhtml']
['2'],['广州市信息工程职业学校2019年信息化建设项目-教学工作诊断与改进管理平台和职业指导服务网络平台(CZ2019-1395)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628638.jhtml']
['3'],['广州市公安局2019年计算机类常用办公设备集中采购项目之扫描仪、投影机、打印机采购项目（子包三：打印机） (CZ2019-1257)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628631.jhtml']
['4'],['广州市天河区人民政府五山街道办事处街道党群服务中心信息化建设采购项目(CZ2019-1431)'],['2019-08-20'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628629.jhtml']
['5'],['广州市总工会2019年市政府投资信息化项目软件开发部分(CZ2019-1370)'],['2019-08-19'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628576.jhtml']
['6'],['广州市中级人民法院“送必达、执必果”配套建设项目(CZ2019-1020)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628461.jhtml']
['7'],['广东第二师范学院番禺附属初级中学出入口智能人脸安全管控采购项目(CZ2019-1348)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628457.jhtml']
['8'],['广州市黄埔区2019年绿色清洁生产培训推广服务采购项目(CZ2019-1278)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628415.jhtml']
['9'],['广州市房屋交易监管中心广州市房屋交易监管系统采购项目(CZ2019-1067)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628394.jhtml']
['10'],['广州市房屋安全管理所物业专项维修资金电梯电视视频宣传服务采购项目(CZ2019-1312)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628362.jhtml']
['1'],['广州市番禺区石壁街中心幼儿园信息化设备设施采购项目(CZ2019-1237)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628357.jhtml']
['2'],['广州市商务局2019年信息化建设项目子项目2商务大数据应用平台建设项目(CZ2019-1311)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628319.jhtml']
['3'],['广州市司法局2019年度信息化项目之信息化建设与运维项目咨询监理服务采购项目(CZ2019-1196)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628306.jhtml']
['4'],['广州市卫生和计划生育委员会2019年信息系统运行维护采购项目(CZ2019-1126)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628280.jhtml']
['5'],['广州市公安局白云区分局污水检测评估服务采购项目(CJ2019-0033)'],['2019-08-16'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628274.jhtml']
['6'],['广州市民政综合生活保障平台之低保低收业务管理系统升级项目(CC2019-0020)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628230.jhtml']
['7'],['广州市白云山风景名胜区管理局2019年信息化建设采购项目(CZ2019-1279)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628139.jhtml']
['8'],['番禺区纪检监察再监督大数据平台软件开发服务(CD2019-0113)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628110.jhtml']
['9'],['广州市从化区国家档案馆数字档案馆二期项目(CZ2019-1356)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628108.jhtml']
['10'],['广州市中医医院通风与空调系统维护、保养服务采购项目(CZ2019-1282)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628099.jhtml']
['1'],['广州城市职业学院2019年信息化建设项目（视频剪辑与影视合成实训室）(CZ2019-1424)'],['2019-08-15'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628086.jhtml']
['2'],['2019年清远市人民医院信息类项目需求征集公告'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628063.jhtml']
['3'],['广州市花都区人民医院全院自助打印租赁服务项目(CJ2019-0035)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628040.jhtml']
['4'],['广州市番禺区化龙镇“五类车”整治保安服务采购项目(CZ2019-1406)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628039.jhtml']
['5'],['广州市公安局增城区分局公安汇聚网络升级改造项目(CZ2019-1192)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628020.jhtml']
['6'],['广州市胸科医院诊室家具一批采购项目(CZ2019-1081)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628017.jhtml']
['7'],['广州市白云区教育局广州市白云区教育系统学校智慧教育个性化建设采购项目(CZ2019-1384)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/628004.jhtml']
['8'],['广州市中级人民法院2018年计划外项目(CZ2019-1012)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627985.jhtml']
['9'],['广州市番禺区实验中学智慧校园二期建设采购项目(CZ2019-1307)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627980.jhtml']
['10'],['广州市海珠区社会治安视频监控中心海珠区新凤阳派出所监控室配套工程建设项目(CZ2019-0858)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627978.jhtml']
['1'],['广州医科大学附属第一医院海印院区物业（工程、保安、司机）服务采购项目(CZ2019-1255)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627974.jhtml']
['2'],['广州市红十字会医院被服洗涤服务采购项目(CZ2019-1376)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627944.jhtml']
['3'],['广州市妇女儿童医疗中心电脑耗材采购项目(CZ2019-1394)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627943.jhtml']
['4'],['档案数字化成果统一管理及应用服务系统建设(CZ2019-1100)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627931.jhtml']
['5'],['广州市工贸技师学院建设高水平技师学院之学生宿舍家具采购项目(CZ2019-1200)'],['2019-08-14'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627925.jhtml']
['6'],['广州市番禺区市桥汀根小学云电脑设备采购项目(CZ2019-1332)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627875.jhtml']
['7'],['广州市团校校园信息化基础建设二期（平安校园）项目(CZ2019-1299)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627872.jhtml']
['8'],['某部机关副食品配送服务采购项目(CZ2019-1051)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627870.jhtml']
['9'],['广州市公安局从化区分局从化区看守所智能管理信息化系统建设项目咨询服务(CC2019-0064)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627867.jhtml']
['10'],['广州市海珠区人民检察院2019年智慧检务信息化建设采购项目(CC2019-0065)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627840.jhtml']
['1'],['广州市公安局番禺区分局公安基地物业管理服务采购项目(CZ2019-1244)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627831.jhtml']
['2'],['广州市惠爱医院物业管理服务采购项目(CZ2019-1324)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627812.jhtml']
['3'],['广州大学桂花岗校区建设保障及2018年数学学科群信息化采购项目(CZ2019-1246)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627782.jhtml']
['4'],['广州市公安局黄埔区分局移动警务APP建设采购项目(CZ2019-1171)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627769.jhtml']
['5'],['广州市天河区土地开发中心档案标准化整理与数字化管理采购项目(CZ2019-1175)'],['2019-08-13'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627762.jhtml']
['6'],['广州市荔湾区土地房屋管理所采购荔湾区直管房独立烟感探测报警器采购安装项目(CZ2019-1357)'],['2019-08-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627673.jhtml']
['7'],['广州市从化区良口镇中心幼儿园教学专用仪器采购项目(CZ2019-1346)'],['2019-08-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627670.jhtml']
['8'],['广州市五中附属初级中学生物、物理实验室设备采购项目(CZ2019-1296)'],['2019-08-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627634.jhtml']
['9'],['广州市社会福利院电梯维修和保养服务采购项目(CC2019-0047)'],['2019-08-12'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627626.jhtml']
['10'],['广州市公安局增城区分局4G移动执法智能化采购项目(CZ2019-1298)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627558.jhtml']
['1'],['广州市越秀区人民政府华乐街道办公业务用房租赁采购项目(CD2019-0119)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627545.jhtml']
['2'],['广州市居民家庭经济状况核对信息系统四期项目(CC2019-0049)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627543.jhtml']
['3'],['广州开发区行政审批局2019至2020年度黄埔区 广州开发区社区网格化服务管理移动终端及网络通信服务租赁采购项目(CZ2019-1309)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627531.jhtml']
['4'],['广州城市职业学院学生宿舍门禁系统采购项目(CZ2019-1389)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627529.jhtml']
['5'],['广州市黄埔区、广州开发区2018年先进制造业政策、生物医药产业政策审核服务采购项目(CZ2019-1364)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627506.jhtml']
['6'],['广州市美术中学2019年信息化建设采购项目(CZ2019-1322)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627484.jhtml']
['7'],['广州市政府投资信息化项目符合性检查服务采购项目(CZ2019-1339)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627467.jhtml']
['8'],['广州市政务服务数据管理局广州市政府投资信息化项目立项验收服务采购项目(CZ2019-1327)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627460.jhtml']
['9'],['广东省广州花都监狱2019年8月民警伙房设备采购项目(CZ2019-1379)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627438.jhtml']
['10'],['广州市财政局国库集中支付电子化项目（二期）_软件开发子项目(CZ2019-1110)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627425.jhtml']
['1'],['广州市天河区棠下街道办事处监控指挥中心改造项目(CZ2019-1106)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627414.jhtml']
['2'],['广州市公安局黄埔区分局执法办案场所提档升级采购项目(CZ2019-0906)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627393.jhtml']
['3'],['广州市黄埔区工业和信息化局、广州开发区经济和信息化局2019年度工业经济运行分析服务、 产业分析等工作采购项目(CZ2019-1230)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627383.jhtml']
['4'],['广州市妇女儿童医疗中心配套设备采购项目(CZ2019-1318)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627380.jhtml']
['5'],[' 广州市公安局黄埔区分局2019年交通信号设施维护服务采购项目(CZ2019-1361)'],['2019-08-09'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627378.jhtml']
['6'],['广州市体育彩票管理中心新媒体广告服务采购项目(CJ2019-0032)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627357.jhtml']
['7'],['广州珠江公园游客服务中心信息化系统建设项目(CZ2019-1392)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627340.jhtml']
['8'],['广州医科大学附属第五医院2019信息化建设项目I期(CZ2019-1229)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627335.jhtml']
['9'],['广州市妇女儿童医疗中心助理护士、护理文员、收费员和派遣护士服务采购项目(CZ2019-1294)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627322.jhtml']
['10'],['广州市人力资源和社会保障信息中心2019年运维项目之人事人才信息系统运维子项目(CZ2019-1263)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627293.jhtml']
['1'],['广州市番禺区市桥新世纪小学多功能云电脑教室建设采购项目(CZ2019-1165)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627254.jhtml']
['2'],['广州市公安局复印机采购项目(CZ2019-1321)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627251.jhtml']
['3'],['广州市人力资源和社会保障信息中心运维项目(GZIT2019-B6-105)之人事人才基础运维服务子项目(CZ2019-1261)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627241.jhtml']
['4'],['广州市规划和自然资源局智慧广州时空信息云平台时空大数据应用及安全升级项目等保测评服务采购项目(CC2019-0061)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627223.jhtml']
['5'],['广州市南沙区黄阁镇中心幼儿园、麒麟新城幼儿园、实验幼儿园安全服务采购项目(CZ2019-1212)'],['2019-08-08'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627221.jhtml']
['6'],['广州市教育局2019年信息化建设项目(CZ2019-1130)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627185.jhtml']
['7'],['广州市土地房产管理职业学校2019年度智慧校园建设项目子项目二信息化教学场室建设与设备更新(CZ2019-1353)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627150.jhtml']
['8'],['广州市土地开发中心白云新城地块看管采购项目(CZ2019-1186)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627144.jhtml']
['9'],['广州市南沙区黄阁镇人民政府统筹全镇聘请保安工作服务采购项目重招(CZ2019-1319)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627108.jhtml']
['10'],['广州市越秀区少年儿童图书馆多联空调采购项目(CJ2019-0034)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627101.jhtml']
['1'],['广州市海珠区卫生健康局社区卫生服务中心信息系统安全等级保护（第一期）建设项目(CZ2019-1216)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627097.jhtml']
['2'],['2019年度穗港澳区域发展系列咨询项目(CD2019-0114)'],['2019-08-07'],['http://ggzy.gz.gov.cn/jyywzfcgzfcgcggg/627088.jhtml']
