截止时间,项目标题,开始时间,结束时间,跳转链接 
"['11-06', '2020']",['中国铁塔南昌市分公司2020年物业支撑业务外包项目(第二期)中标候选人公示'],['2020-11-06 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84238.htm']
"['11-06', '2020']",['2020年外三科体外碎石专业购买服务项目竞争性磋商公告'],['2020-11-06 09:00:00'],['2020-11-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84237.htm']
"['11-06', '2020']",['广发银行股份有限公司南宁分行业务外包服务项目项目公告'],['2020-11-06 09:00:00'],['2020-11-17 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84236.htm']
"['11-06', '2020']",['中国邮政储蓄银行深圳分行枢纽大厦41-45楼改造项目项目招标公告'],['2020-11-06 09:00:00'],['2020-11-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84235.htm']
"['11-06', '2020']",['交通银行股份有限公司东莞分行2021-2022年度卫生保洁服务项目项目招标公告'],['2020-11-06 09:00:00'],['2020-11-12 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84234.htm']
"['11-06', '2020']",['广州南方高速客运有限公司工会运动服采购项目成交结果公告'],['2020-11-06 09:54:00'],['2020-11-06 09:54:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84233.htm']
"['11-06', '2020']",['广州海警局番禺工作站、南沙工作站荣誉室建设项目项目公告'],['2020-11-05 09:00:00'],['2020-11-13 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84232.htm']
"['11-06', '2020']",['广州海警局军史长廊建设项目项目公告'],['2020-11-05 09:00:00'],['2020-11-13 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84231.htm']
"['11-06', '2020']",['珠海市金叶工业有限公司2021-2022年铝箔加工费采购项目招标公告'],['2020-11-06 09:00:00'],['2020-11-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84230.htm']
"['11-04', '2020']",['兴业银行2020-2021年度EMC存储原厂维护服务采购项目--中标结果公告'],['2020-11-06 09:17:00'],['2020-11-06 09:17:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84229.htm']
"['11-06', '2020']",['广发银行昆明分行2020年体检服务项目项目招标公告'],['2020-11-06 09:00:00'],['2020-11-11 23:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84228.htm']
"['11-06', '2020']",['中国联合网络通信有限公司河源市分公司2020年5G优化资源项目（第二次）项目公告'],['2020-11-05 09:00:00'],['2020-11-09 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84227.htm']
"['11-05', '2020']",['车辆维修器材采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84226.htm']
"['11-05', '2020']",['2020年中国电信重庆公司工业互联网标识解析二级节点建设工程项目项目招标公告'],['2020-11-05 09:00:00'],['2020-11-10 18:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84225.htm']
"['11-05', '2020']",['车辆及工程机械轮胎采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84224.htm']
"['11-05', '2020']",['工程机械维修器材采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84223.htm']
"['11-05', '2020']",['广州市兴运能源有限公司横滘加油站土建工程项目施工监理比选公告'],['2020-11-05 09:00:00'],['2020-11-10 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84222.htm']
"['11-05', '2020']",['2020-2021年公诚咨询北京分公司印刷服务采购项目中标候选人公示'],['2020-11-06 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84221.htm']
"['11-05', '2020']",['广州市兴运能源有限公司横滘加油站土建工程项目招标公告'],['2020-11-05 09:00:00'],['2020-11-10 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84220.htm']
"['11-05', '2020']",['2020年10000号深圳区域中心房屋零星维修项目服务采购中标候选人公示'],['2020-11-06 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84219.htm']
"['11-05', '2020']",['珠海市金湾区卫生健康局“智慧珠海、健康金湾”信息化建设工程一期第三方测评服务采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84218.htm']
"['11-05', '2020']",['2020年深圳电信华为网络系统（商呼平台）技术服务采购项目公告'],['2020-11-05 09:00:00'],['2020-11-06 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84217.htm']
"['11-05', '2020']",['湖北中医药大学校级一流本科课程建设四期采购项目竞争性磋商公告'],['2020-11-05 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84216.htm']
"['11-05', '2020']",['中央储备粮上海直属库有限公司黄浦江沿岸雨水管改造工程中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-08 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84215.htm']
"['11-05', '2020']",['2020年网络安全技术检测及现场检查委托服务项目公告'],['2020-11-05 09:00:00'],['2020-11-12 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84214.htm']
"['11-05', '2020']",['2020年电信和互联网行业网络安全行政检查工作技术支撑服务项目公告'],['2020-11-05 09:00:00'],['2020-11-12 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84213.htm']
"['11-05', '2020']",['江西省铁塔2020-2021年IT综合服务项目（第二次）中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84212.htm']
"['11-05', '2020']",['广发银行深圳分行综合布线维护及工程安装采购项目项目招标公告'],['2020-11-05 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84211.htm']
"['11-05', '2020']",['X线机维修组件采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-09 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84210.htm']
"['11-05', '2020']",['安徽深燃天然气有限公司2020-2022年度车辆维修项目-比选公告'],['2020-11-05 09:00:00'],['2020-11-12 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84209.htm']
"['11-05', '2020']",['北方公司2020年度客户服务及公关活动服务支撑供应商框架项目项目公告'],['2020-11-05 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84208.htm']
"['11-05', '2020']",['广东省广播电视网络股份有限公司潮州分公司IP城域网核心扩容建设项目谈判邀请函'],['2020-11-05 15:57:00'],['2020-11-05 15:57:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84207.htm']
"['11-05', '2020']",['珠海城市职业技术学院更换电缆及庭院灯项目成交公告'],['2020-11-05 15:49:00'],['2020-11-05 15:49:00'],['https://www.chengezhao.com//cms/channel/ywgg4gc/84206.htm']
"['11-05', '2020']",['中国人民解放军61297部队食堂厨师团队采购项目终止公告'],['2020-11-05 15:39:00'],['2020-11-05 15:39:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/84205.htm']
"['11-05', '2020']",['天翼电子商务有限公司2020年反欺诈产品(平台信息类)采购项目中标候选人公示'],['2020-11-06 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84204.htm']
"['11-05', '2020']",['2020年深圳市蛇口通讯有限公司配线电缆及交接设施拆除采购目比选公告'],['2020-11-05 09:00:00'],['2020-11-09 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84203.htm']
"['11-05', '2020']",['中国邮政储蓄银行江西省分行用电安全监测系统采购项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-07 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84202.htm']
"['11-05', '2020']",['2020年深圳市蛇口通讯有限公司关于核心机房及2级机房资源及光路整治采购项目公告'],['2020-11-05 09:00:00'],['2020-11-09 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84201.htm']
"['11-05', '2020']",['中国电信河北分公司2020固网终端采购（智慧养老一键呼叫手持设备）变更公告'],['2020-11-05 15:05:00'],['2020-11-05 15:05:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84200.htm']
"['11-05', '2020']",['广发银行福州分行营业及办公场所保洁项目招标公告'],['2020-11-05 09:00:00'],['2020-11-12 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84199.htm']
"['11-05', '2020']",['广发银行股份有限公司无锡江阴支行消防工程项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84198.htm']
"['11-05', '2020']",['中国移动天津公司2020年网络运行管理中心电源模块（维谛）购置采购项目（第二次）中标候选人公示'],['2020-11-04 00:00:00'],['2020-11-07 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84197.htm']
"['11-05', '2020']",['中国移动天津公司2020-2021年网络运行管理中心防雷配件及改造采购框架项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84196.htm']
"['10-29', '2020']",['湖北中医药大学科研专项设备购置项目成交结果公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg4hw/84195.htm']
"['11-05', '2020']",['中国人民解放军61297部队食堂厨师团队采购项目项目公告'],['2020-11-05 09:00:00'],['2020-11-10 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84194.htm']
"['11-05', '2020']",['交通银行股份有限公司中山分行本部营业用房直饮水设备采购项目中标结果公示'],['2020-11-05 10:50:00'],['2020-11-05 10:50:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84193.htm']
"['11-05', '2020']",['中国移动天津公司2020-2021年5G行业应用场景及产业发展趋势研究框架项目（第二次）中标候选人公示'],['2020-11-04 00:00:00'],['2020-11-07 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84192.htm']
"['11-05', '2020']",['2020年河源分公司枢纽楼兴源等核心机楼退网设施拆除清运服务采购项目比选公告'],['2020-11-05 09:00:00'],['2020-11-06 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84191.htm']
"['11-04', '2020']",['中山市小榄水务有限公司2020-2022年小口径不锈钢闸阀采购项目（07-02-04A-2020-D-E15099）的中标公告'],['2020-11-04 09:40:00'],['2020-11-05 09:40:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84190.htm']
"['11-04', '2020']",['广东省广播电视网络股份有限公司中山分公司瑞斯康达GPON板卡与配件采购项目成交结果公示'],['2020-11-05 09:00:00'],['2020-11-05 09:00:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84189.htm']
"['11-04', '2020']",['中国铁塔股份有限公司张家口市分公司2020年档案外包服务采购项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84188.htm']
"['11-04', '2020']",['中国铁塔股份有限公司张家口市分公司2020年宣传印刷及广告制作服务项目（二次）项目公告'],['2020-11-04 09:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84187.htm']
"['11-04', '2020']",['3201工程监理项目中标候选人公示'],['2020-11-04 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84186.htm']
"['11-04', '2020']",['交通银行股份有限公司中山分行宣传物料制作供应商入围、广告设计及活动策划供应商建库项目项目招标公告'],['2020-11-04 09:00:00'],['2020-11-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84185.htm']
"['11-04', '2020']",['佛山市南海景隆投资控股有限公司部分公租房修缮中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84184.htm']
"['11-04', '2020']",['狮山镇狮山片区“四标四实”基础信息采集工作购买第三方服务项目成交公告'],['2020-11-04 18:47:00'],['2020-11-04 18:47:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84183.htm']
"['11-04', '2020']",['佛山三龙湾道路管线综合专项规划中标（成交）公告'],['2020-11-04 18:41:00'],['2020-11-04 18:41:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84182.htm']
"['11-04', '2020']",['广州银行新核心小型机采购项目招标公告'],['2020-11-04 09:00:00'],['2020-11-11 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84181.htm']
"['11-04', '2020']",['总行数据库及中间件2021年度代理商维护服务项目招标公告'],['2020-11-04 09:00:00'],['2020-11-09 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84180.htm']
"['11-04', '2020']",['广发银行数字证书采购项目中选结果公示'],['2020-11-04 17:43:00'],['2020-11-04 17:43:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84177.htm']
"['11-04', '2020']",['广发银行珠海分行珠海市人民医院智慧医院采购项目（一体化医疗救治平台）-结果公示'],['2020-11-04 17:31:00'],['2020-11-04 17:31:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84176.htm']
"['11-04', '2020']",['广东粤运交通拯救有限公司基于5G+AI技术的视频监控救援云服务平台项目（第二次）招标公告'],['2020-11-04 09:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84175.htm']
"['11-04', '2020']",['广发银行股份有限公司南宁分行押运寄库服务外包项目（第二次）中标结果（流标）公示'],['2020-11-04 17:14:00'],['2020-11-04 17:14:00'],['https://www.chengezhao.com//cms/channel/ywgg2fw/84174.htm']
"['11-04', '2020']",['兴业银行2020年生产资源池第一批存储(双活灾备存储)项目——变更公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg2hw/84172.htm']
"['11-04', '2020']",['广东省广播电视网络股份有限公司中山分公司瑞斯康达GPON板卡与配件采购项目成交结果公示'],['2020-11-04 15:47:00'],['2020-11-04 15:47:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84171.htm']
"['11-04', '2020']",['广发银行江门分行鹤山市人民医院智慧医院采购项目采购公告（第二次）'],['2020-11-04 15:45:00'],['2020-11-04 15:45:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84170.htm']
"['11-04', '2020']",['天翼电子商务有限公司2020年客户权益部主动服务外包项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84169.htm']
"['11-04', '2020']",['坪山排水公司车载式移动泵站、潜水泵采购项目招标公告'],['2020-11-04 09:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84168.htm']
"['11-04', '2020']",['费用报销及常规运营支持简单业务外包项目-采购公告'],['2020-11-04 09:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84167.htm']
"['11-04', '2020']",['坪山排水公司皮卡车（救险车）采购项目招标公告'],['2020-11-04 09:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84166.htm']
"['11-04', '2020']",['广发银行（总行）2020-2022年度自助存取款机采购协议项目中选结果公示'],['2020-11-04 14:36:00'],['2020-11-04 14:36:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84165.htm']
"['11-04', '2020']",['桂山岛4A旅游景区配套-灯光亮化工程设计项目竞争性磋商公告'],['2020-11-04 09:00:00'],['2020-11-11 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84164.htm']
"['11-04', '2020']",['广州海关缉私局2020年缉私警务辅助人员劳务派遣服务项目中标公告'],['2020-11-04 12:58:00'],['2020-11-04 12:58:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84163.htm']
"['11-04', '2020']",['多功能现金机设备采购协议（第二次）项目中标候选人公示'],['2020-11-04 00:00:00'],['2020-11-07 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84161.htm']
"['11-04', '2020']",['天翼电子商务有限公司2020年客户权益部主动服务外包项目中标候选人公示'],['2020-11-05 00:00:00'],['2020-11-09 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84160.htm']
"['11-04', '2020']",['湖湖北空港航空地面服务有限公司2020年度汽车用电瓶、油品、轮胎、零配件(含油漆辅料)采购项目-标包2（第二次） 成交公告'],['2020-11-04 11:51:00'],['2020-11-04 11:51:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84159.htm']
"['11-04', '2020']",['湖北空港航空地面服务有限公司2020年度汽车用电瓶、油品、轮胎、零配件(含油漆辅料)采购项目-标包1（第二次） 成交公告'],['2020-11-04 11:51:00'],['2020-11-04 11:51:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84158.htm']
"['11-04', '2020']",['湖北空港航空地面服务有限公司2020年度汽车用电瓶、油品、轮胎、零配件(含油漆辅料)采购项目成交公告'],['2020-11-04 11:50:00'],['2020-11-04 11:50:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84157.htm']
"['11-04', '2020']",['广发银行（总行）2020-2022年度自助存取款机采购协议项目中选结果公示'],['2020-11-04 11:38:00'],['2020-11-04 11:38:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84156.htm']
"['11-04', '2020']",['天翼电子商务有限公司2020年黑产威胁监控分析服务项目比选公告'],['2020-11-04 09:00:00'],['2020-11-09 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84155.htm']
"['11-03', '2020']",['广东省广播电视网络股份有限公司企业年金账户管理人、托管人招标采购项目（第二次招标）中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84153.htm']
"['11-04', '2020']",['广东省广播电视网络股份有限公司前台业务外包服务采购项目成交候选人公示'],['2020-11-04 11:25:00'],['2020-11-04 11:25:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84152.htm']
"['11-04', '2020']",['中国电信河北分公司关于智慧养老综合信息服务平台建设工程中标候选人公示'],['2020-11-04 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84151.htm']
"['11-04', '2020']",['兴中村现代化养鸡场设备采购及安装项目兴中村现代化养鸡场厂房建设项目中标公告'],['2020-11-04 11:02:00'],['2020-11-04 11:02:00'],['https://www.chengezhao.com//cms/channel/ywgg4gc/84150.htm']
"['11-04', '2020']",['中国移动四川公司2020-2022年新建基站辐射环保监测服务采购项目项目公告'],['2020-11-04 09:00:00'],['2020-11-09 17:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84149.htm']
"['11-04', '2020']",['珠海市广科资产经营有限公司餐厅及物流中心合作单位采购项目（包组一）成交公告'],['2020-11-04 10:01:00'],['2020-11-04 10:01:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84148.htm']
"['11-04', '2020']",['中国电信柳州分公司融水县光亮工程太阳能路灯项目（第二次）项目招标公告'],['2020-11-04 09:00:00'],['2020-11-10 18:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84147.htm']
"['11-04', '2020']",['中国铁塔股份有限公司九江市分公司能源换电旗舰店装修施工项目项目公告'],['2020-11-04 09:00:00'],['2020-11-06 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84146.htm']
"['11-04', '2020']",['公诚管理咨询有限公司关于梧州学院消防器材年度供应商采购（项目编号：05-09-04E-2020-D-E17362）流标公告'],['2020-11-04 09:28:00'],['2020-11-04 09:28:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84145.htm']
"['09-25', '2020']",['广东广信通信服务有限公司2020年-2022年电话营销渠道代理服务采购项目（第三次）招标公告'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg1fw/84144.htm']
"['11-03', '2020']",['广州市海珠区人民政府江海街道办事处江海街道党群服务中心设计布展服务项目招标公告'],['2020-10-30 09:00:00'],['2020-11-06 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84143.htm']
"['11-03', '2020']",['广东弘智科技有限公司物联网及智慧家庭云管理平台License授权采购项目成交候选人公示'],['2020-11-03 18:33:00'],['2020-11-03 18:33:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84142.htm']
"['11-03', '2020']",['广东省广播电视网络股份有限公司”粤课堂”业务相关支撑系统扩容项目单一来源采购公示'],['2020-11-03 18:24:00'],['2020-11-03 18:24:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84141.htm']
"['11-03', '2020']",['广东粤运交通拯救有限公司基于5G+AI技术的视频监控救援云服务平台项目招标失败公告'],['2020-11-03 18:23:00'],['2020-11-03 18:23:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84140.htm']
"['11-03', '2020']",['湖北中医药大学体育馆维修项目成交结果公告'],['2020-11-03 18:08:00'],['2020-11-03 18:08:00'],['https://www.chengezhao.com//cms/channel/ywgg4gc/84139.htm']
"['11-03', '2020']",['广州银行自助设备2020年-2023年维保服务集中采购项目 【包组4、包组6、包组7、包组8】（第二次）招标公告'],['2020-11-03 09:00:00'],['2020-11-10 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84138.htm']
"['11-03', '2020']",['湛江出入境边防检查站信息化建设采购项目澄清变更公告'],['2020-11-03 18:06:00'],['2020-11-03 18:06:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84137.htm']
"['11-03', '2020']",['广东省广播电视网络股份有限公司全省接入网综合APP系统项目中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84136.htm']
"['11-03', '2020']",['湛江出入境边防检查站信息化建设采购项目澄清变更公告'],['2020-11-03 18:02:00'],['2020-11-03 18:02:00'],['https://www.chengezhao.com//cms/channel/ywgg2hw/84135.htm']
"['11-03', '2020']",['广东省广播电视网络股份有限公司珠海分公司哈雷复用器采购项目成交结果公告'],['2020-11-03 17:52:00'],['2020-11-03 17:52:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84134.htm']
"['11-03', '2020']",['2020年腾讯深汕3、4、5、6号数据机房物业服务采购事前公示'],['2020-11-03 17:46:00'],['2020-11-03 17:46:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84133.htm']
"['11-03', '2020']",['75220部队荣誉室建设项目（第二次）项目招标公告'],['2020-11-03 09:00:00'],['2020-11-09 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84132.htm']
"['11-03', '2020']",['2020年河源分公司江东新区信访维护系统集成服务（重新比选）项目公告'],['2020-11-03 09:00:00'],['2020-11-05 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84131.htm']
"['11-03', '2020']",['珠海市应急管理局视频会议系统平台建设项目中标公告'],['2020-11-03 17:12:00'],['2020-11-03 17:12:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84130.htm']
"['11-03', '2020']",['广州长运集团有限公司省汽车客运站消防维保项目成交结果公告'],['2020-11-03 16:52:00'],['2020-11-03 16:52:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84129.htm']
"['11-03', '2020']",['北京照明西三旗科技园区升级改造工程消防改造中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3gc/84128.htm']
"['11-03', '2020']",['某部招标代理机构名录库补充入库项目项目招标公告'],['2020-11-03 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84127.htm']
"['11-03', '2020']",['某部车辆外修、机械外修、轮胎采购项目项目招标公告'],['2020-11-03 09:00:00'],['2020-11-10 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84126.htm']
"['11-03', '2020']",['天翼电子商务有限公司上海分公司华虹国际大厦办公场地空调维保服务项目比选公告'],['2020-11-03 09:00:00'],['2020-11-06 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84123.htm']
"['11-03', '2020']",['中国邮政储蓄银行股份有限公司南昌县支行 旺季开门红营销培训辅导采购项目招标公告'],['2020-11-03 09:00:00'],['2020-11-11 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84122.htm']
"['11-03', '2020']",['2020年深圳市蛇口通讯有限公司关于监控平台网络防火墙采购中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-05 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84121.htm']
"['11-03', '2020']",['车辆运输服务采购项目失败公告（2020-VGBRAE-F1001）'],[''],[''],['https://www.chengezhao.com//cms/channel/ywgg4fw/84120.htm']
"['11-03', '2020']",['中山市黄圃镇水务事务中心黄圃镇围堤防浪墙工程二期（07-02-04F-2020-D-E14467）的成交公告'],['2020-11-03 12:43:00'],['2020-11-03 12:43:00'],['https://www.chengezhao.com//cms/channel/ywgg4gc/84119.htm']
"['11-03', '2020']",['中国银行股份有限公司湛江分行洪屋路支行装修工程项目中标结果公告'],['2020-11-03 12:20:00'],['2020-11-03 12:20:00'],['https://www.chengezhao.com//cms/channel/ywgg4gc/84118.htm']
"['11-03', '2020']",['中国铁塔股份有限公司南昌市分公司2020-2021年度网络规划服务项目中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84117.htm']
"['11-03', '2020']",['机场东南工作区A5地块规范化改造项目项目招标公告'],['2020-11-03 09:00:00'],['2020-11-10 23:59:00'],['https://www.chengezhao.com//cms/channel/ywgg1gc/84116.htm']
"['11-03', '2020']",['广州市白云区白云湖街环滘经济联合社智慧社区服务项目中标公告'],['2020-11-03 11:47:00'],['2020-11-03 11:47:00'],['https://www.chengezhao.com//cms/channel/ywgg4fw/84115.htm']
"['11-03', '2020']",['中国铁塔股份有限公司南昌市分公司2020年江西省天然气投资有限公司分输站备电项目的蓄电池（重新采购）中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84114.htm']
"['11-03', '2020']",['广东德生科技股份有限公司品牌形象设计项目-标包1中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84113.htm']
"['11-03', '2020']",['二号航站楼国内、国际出口座椅改造项目中标候选人公示'],['2020-11-03 00:00:00'],['2020-11-06 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3hw/84112.htm']
"['11-03', '2020']",['中国移动天津公司2020-2021年110报警系统安装调测及维修服务项目中标候选人公示'],['2020-10-29 00:00:00'],['2020-11-01 00:00:00'],['https://www.chengezhao.com//cms/channel/ywgg3fw/84111.htm']
"['11-03', '2020']",['广州长运集团有限公司旅游包车中心综合管理系统项目（第二次）项目公告'],['2020-11-03 09:00:00'],['2020-11-10 09:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1fw/84110.htm']
"['11-03', '2020']",['广发银行韶关分行新营业办公场所办公家具采购项目中选公告公示'],['2020-11-03 10:06:00'],['2020-11-03 10:06:00'],['https://www.chengezhao.com//cms/channel/ywgg4hw/84109.htm']
"['11-03', '2020']",['广州长运冷链服务有限公司2020年拉伸膜采购项目招标公告'],['2020-11-03 09:00:00'],['2020-11-09 17:30:00'],['https://www.chengezhao.com//cms/channel/ywgg1hw/84108.htm']
