项目名称,发布时间,开标时间,跳转链接 
['“十二五”项目基本配置（罪犯教育设施）教育学习用房配套设施竞争性谈判公告'],['2019-04-29'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc6c93a8d14f.html']
['中山市小榄人民医院P2室内全彩LED显示屏采购项目竞争性磋商公告'],['2019-04-29'],['2019-05-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc6adb579292.html']
['广东省广州女子监狱工场水冷空调设备招标公告'],['2019-04-29'],['2019-05-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc6ab02a8c2a.html']
['中山市公安局执法执勤车辆采购项目 （06包）竞争性谈判邀请函'],['2019-04-28'],['2019-05-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc57a63ae2fe.html']
['信宜市平塘镇博爱路、狮山路路基塌方修复工程竞争性磋商公告'],['2019-04-28'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc569e3817f2.html']
['佛山市高明区荷城街道西安实验小学鼓号队器材配备采购项目询价采购公告'],['2019-04-28'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc553a2b660c.html']
['惠州市中大惠亚医院车辆维保服务项目（重新招标）公开招标公告'],['2019-04-28'],['2019-05-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc506b776049.html']
['中山市环境保护局河涌水质自动监测平台建设等3项工作政府采购服务（第二次） 单一来源采购公告'],['2019-04-26'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc2d53142542.html']
['广东省春晟综合加工厂劳动保护、防护用品采购项目竞争性磋商公告'],['2019-04-26'],['2019-05-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc2c1b704ba0.html']
['中山市环境保护局中山市河涌水质自动监测平台建设项目（第三次）招标公告'],['2019-04-26'],['2019-05-21'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc2ac2e221eb.html']
['中山海关中山六路食堂保洁服务项目采购公告'],['2019-04-26'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc27df22b27e.html']
['广东省高级技工学校2019年秋季-2022年春季教材供应商资格采购项目公开招标公告'],['2019-04-25'],['2019-05-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc17f12c5904.html']
['广东省高级技工学校直饮水BOT模式服务项目公开招标公告'],['2019-04-25'],['2019-05-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc17c686ccd4.html']
['前进街党群服务中心配套设备采购项目招标公告'],['2019-04-25'],['2019-05-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc178ae6a619.html']
['信宜市人民医院病理室脱水机、全方位滑轨网康复单元、阿基米德悬吊及运动康复工作站、儿童心理评估系统采购项目采购公告'],['2019-04-25'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc16ba3c9a45.html']
['中山市南朗镇人民政府食堂猪肉配送服务资格招标项目 招标公告'],['2019-04-25'],['2019-05-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc16240ec104.html']
['2019年看守所集中采购在押人员日用品采购项目（重招）公开招标公告'],['2019-04-25'],['2019-05-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc119c32248f.html']
['中山市人民医院旧门诊楼首层CT机房改造工程项目 招标公告'],['2019-04-24'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc02de4c3270.html']
['电子科技大学中山学院2019年IEET工程教育认证服务采购项目单一来源采购公示'],['2019-04-24'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc02ce8735af.html']
['广州港互联网+港口物流智能服务示范工程子项目公开招标公告'],['2019-04-24'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc01ad4eff17.html']
['中山市公安局交通警察支队警务通系统终端设备通讯服务项目招标公告'],['2019-04-24'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc0162c58158.html']
['广东省地震局门户网站及内部网络改造项目竞争性磋商公告'],['2019-04-24'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc01435e4554.html']
['中山市南朗供水有限公司供水抢修、接驳工程采购项目 招标公告'],['2019-04-24'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc00feaa78a3.html']
['广州市智慧健康养老试点项目竞争性磋商公告'],['2019-04-24'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cc00e85b843b.html']
['广州工程技术职业学院国际商贸流通创新创业实训系统采购项目竞争性磋商公告'],['2019-04-24'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbfdc580e67d.html']
['东莞市东南部卫生填埋场(一期)电塔护坡项目（重新招标）招标信息公告'],['2019-04-24'],['2019-05-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbfd2328fa3c.html']
['东莞市市场监督管理局（原工商）企业名称自主申报系统项目招标信息公告'],['2019-04-24'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbfbaa78fbde.html']
['广东省农村信用社联合社EMC原厂工程师2019年现场服务采购项目竞争性谈判公告'],['2019-04-23'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbed979647f7.html']
['广州凡拓数字创意科技股份有限公司办公设备采购项目竞争性谈判公告'],['2019-04-23'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbecf1bec636.html']
['东莞市2018年残疾人就业保障金使用管理审计项目采购公告'],['2019-04-08'],['2019-04-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbec76155ca9.html']
['广东省高明监狱旧伙房柴油采购项目'],['2019-04-23'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbebe114d905.html']
['惠州市第三人民医院实验室质量管理系统建设项目'],['2019-04-23'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbeb04512704.html']
['广州气象卫星地面站FY-4室外工程设计项目（一）（重招）公开比选公告'],['2019-04-22'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbd8739995bc.html']
['中山火炬开发区理工学校体育馆舞台采购项目(重新招标) 招标公告'],['2019-04-22'],['2019-05-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbd71e7ba744.html']
['城南二路34号之一厂房新增电梯工程项目 招标公告'],['2019-04-22'],['2019-05-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbd6c5951369.html']
['2019年中山市居民出行调查服务项目招标公告'],['2019-04-22'],['2019-05-13'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbd67ee748d1.html']
['广州番禺职业技术学院修缮、改造项目竞争性磋商公告'],['2019-04-22'],['2019-05-05'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cbd2f220172c.html']
['中山市社会保险基金管理局2019年社保短信发送资费采购项目竞争性磋商邀请函'],['2019-04-19'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb9764b3d228.html']
['中山市博爱医院公务用车维修保养及相关服务项目 招标公告'],['2019-04-19'],['2019-05-14'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb9437602cce.html']
['惠州市中大惠亚医院车辆维保服务项目公开招标公告'],['2019-04-19'],['2019-05-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb9318be8bd3.html']
['广东省妇幼保健院番禺院区绿化养护服务竞争性磋商公告'],['2019-04-18'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb845d9f0570.html']
['中山市公安局车辆定点维修服务资格项目招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb842043c746.html']
['广东省中山市中级人民法院12368诉讼服务热线外包服务项目招标公告'],['2019-04-18'],['2019-05-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb8419da32c3.html']
['中山市博爱医院救护车采购项目公开招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb81830eef46.html']
['2019、2020年广东技术师范大学门诊部药品供应商资格采购项目公开招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb7f6c7bb1be.html']
['2019年杨和镇管道清疏项目竞争性磋商公告'],['2019-04-18'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb7f175d9eb0.html']
['东莞市新东粤环保实业有限公司新大楼家具采购项目招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb7ddf31e924.html']
['广州工程技术职业学院大学生体质测试仪购置项目公开招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb7dcb983960.html']
['广州高新技术产业开发区民营科技园管理委员会 白云区神山中南路AB0105102地块场地环境调查和风险评估招标公告'],['2019-04-18'],['2019-05-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb7d5d168faf.html']
['中山市南朗镇云衢中学巡考系统采购项目竞争性磋商邀请函'],['2019-04-17'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb6e99fced28.html']
['惠州市第三人民医院全院专家形象照拍摄项目竞争性磋商公告'],['2019-04-17'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb6e0d93b290.html']
['广州科技贸易职业学院档案整理数字化外包服务项目招标公告'],['2019-04-17'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb6dadfe1ed1.html']
['广州白云区土地开发中心 均禾大道北工业区（原东平村玻璃厂）改造项目西侧政府储备用地场地污染状况调查及风险评估招标公告'],['2019-04-17'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb69503a88e4.html']
['石岐区文体教育局教学一体机和学生课桌椅（统称教学设备）采购项目公开招标公告'],['2019-04-16'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb58f3b3a94e.html']
['广州工程技术职业学院2019年消防系统维护保养服务采购项目竞争性磋商公告'],['2019-04-16'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb57e23037cf.html']
['古镇镇中兴大道南道路亮化项目公开招标公告'],['2019-04-16'],['2019-05-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb552e789c4f.html']
['广州科技贸易职业学院水电及五金材料配送服务资格项目（重招）竞争性磋商公告'],['2019-04-16'],['2019-04-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb54cbde600a.html']
['五山街综合楼消防改造工程竞争性磋商公告'],['2019-04-15'],['2019-04-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb44f710b96c.html']
['浦发银行广州分行收单直营团队外包服务项目公开招标公告\t'],['2019-04-15'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb44bfa0232c.html']
['东莞市市场监督管理局（原工商）存储扩容及维护服务项目招标公告'],['2019-04-15'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb449825f014.html']
['广州公交集团客轮有限公司工作服及冲锋衣采购项目公开招标公告'],['2019-04-15'],['2019-05-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb445d1b1ee9.html']
['广东省总工会装修改造工程项目公开招标公告'],['2019-04-15'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb441cbdab08.html']
['广州市生态环境局白云区分局 广州市生态环境局白云区分局地表水监测项目招标公告'],['2019-04-15'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb437c9c52f1.html']
['2019-2022年广东技术师范大学校方责任险及附加无过失责任保险采购项目竞争性磋商公告'],['2019-04-12'],['2019-04-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb0593a15e1a.html']
['广州气象卫星地面站4.2米天线设备大修项目公开招标公告'],['2019-04-12'],['2019-05-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb04b5559143.html']
['中山市第一中学洗衣服务资格采购项目竞争性磋商公告'],['2019-04-12'],['2019-04-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb036c4e4149.html']
['华南农业大学2019年课室、学生宿舍等家具类维修服务项目公开招标公告'],['2019-04-12'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb00e36bdd4f.html']
['中山市公共交通运输集团有限公司饭堂肉菜副食品及大米采购配送服务项目招标公告'],['2019-04-12'],['2019-05-10'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cb001f961fdc.html']
['信宜市职业技术学校校园校务、政教、教导、实训部门宣传广告制作项目招标公告'],['2019-04-11'],['2019-04-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caef9da0605f.html']
['消防救援徽供应商资格采购项目公开招标公告'],['2019-04-11'],['2019-05-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caeef869e056.html']
['2019年广东省医疗器械质量监督检验所深圳检验室（光学部分）检验仪器设备采购项目二公开招标公告'],['2019-04-11'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caeea52e3672.html']
['2019年广东省医疗器械质量监督检验所深圳检验室（光学部分）检验仪器设备采购项目一公开招标公告'],['2019-04-11'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caee8109bfcd.html']
['2019年广东以诺通讯一到四楼整体改造工程招标信息公告'],['2019-01-04'],['2019-01-26'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cadad542c679.html']
['广州气象卫星地面站FY-4室外工程设计项目（一）公开比选公告'],['2019-04-10'],['2019-04-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cada2130ab2e.html']
['广州气象卫星地面站FY-4室外工程设计项目（二）公开比选公告'],['2019-04-10'],['2019-04-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cada15c00c9e.html']
['2019年PM2.5源解析业务化样品检测分包服务项目招标公告'],['2019-04-10'],['2019-04-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cad5b1847e95.html']
['信宜市职业技术学校新增校道及台阶建设工程招标公告'],['2019-04-09'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac5fd9e08c8.html']
['广州番禺职业技术学院旅行社经营管理沙盘项目竞争性磋商公告'],['2019-04-09'],['2019-04-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac5e9e62264.html']
['中国邮政集团公司广州市分公司2019年金融客户增值服务汽车租赁采购项目（第二轮）竞争性谈判公告'],['2019-04-09'],['2019-04-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac5ba70cfd8.html']
['西溪祖祠设计修缮项目勘察设计竞争性磋商公告'],['2019-04-09'],['2019-04-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac4eedb25c8.html']
['惠州市中大惠亚医院工会委员会2019-2020年职工生日蛋糕券采购项目（重新招标）公开招标公告'],['2019-04-09'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac18456a654.html']
['中山市环境保护局河涌水质自动监测平台建设等3项工作政府采购服务（第二次） 单一来源公告'],['2019-04-09'],['2019-04-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac130be6c1d.html']
['田心工区河道塌方修复及道路排水边沟修建工程招标公告'],['2019-04-09'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac0f3b21cdf.html']
['中山市南朗镇大车、榄边新农村示范村规划设计编制项目招标公告'],['2019-04-09'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cac0c120a0fc.html']
['广东省信用合作清算中心2019年网络维保服务采购项目（省中心安全类设备）招标公告'],['2019-04-08'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cab17598df7a.html']
['广东省信用合作清算中心2019年网络维保服务采购项目（省中心网络类及三个分中心设备）招标公告'],['2019-04-08'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cab171184ad0.html']
['广东省信用合作清算中心2019年网络维保服务采购项目（省中心应用交付类设备）招标公告'],['2019-04-08'],['2019-04-30'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cab16beb0934.html']
['中山火炬职业技术学院智能包装实验室设备采购项目'],['2019-04-08'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5cab003fd3f5d.html']
['南部组团垃圾综合处理基地临时污水处理服务项目单一来源采购公示'],['2019-04-08'],['2019-04-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caaff45b2e43.html']
['广州市天河区城市管理局 2018年采购清捞装置和河涌保洁船只项目单一来源 谈判公告 '],['2019-04-08'],['2019-04-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caafec5bb67a.html']
['中山市南朗镇濠涌、冲口新农村示范村规划设计编制项目招标公告'],['2019-04-08'],['2019-04-29'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5caaf56b4e042.html']
['信宜市妇幼保健院异地搬迁新建项目外放坡土方工程招标公告'],['2019-04-04'],['2019-04-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca5d522220ef.html']
['广东省妇幼保健院番禺院区日间手术室改造项目（重招）竞争性磋商公告'],['2019-04-03'],['2019-04-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca47e76c51ed.html']
['中山火炬城建物业服务有限公司沙边市场保安服务项目招标公告'],['2019-04-03'],['2019-04-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca47e00e4232.html']
['兴中广场消防设备维修保养项目招标公告'],['2019-04-03'],['2019-04-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca47a7099b20.html']
['信宜市教育城初级中学教室电教平台采购项目竞争性磋商公告'],['2019-04-03'],['2019-04-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca4767fc761e.html']
['佛山市高明区人民法院A301大会议室会议系统升级改造竞争性磋商公告'],['2019-04-03'],['2019-04-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca406c9287ee.html']
['东莞市纺织服装学校互动微课制作平台建设项目招标公告'],['2019-04-02'],['2019-04-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca32082be9ad.html']
['中山市长江水库大坝安全观测设施修缮改造项目的招标公告'],['2019-04-02'],['2019-04-24'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca31f708308e.html']
['广东东源农村商业银行股份有限公司律师库采购项目公开招标公告'],['2019-04-01'],['2019-04-22'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca1d9cee4f0b.html']
['火炬水质净化厂（洋关厂）实验室家具采购项目招标公告'],['2019-04-01'],['2019-05-06'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca1d84ae61c9.html']
['火炬水质净化厂（洋关厂）实验室仪器设备采购项目招标公告'],['2019-04-01'],['2019-05-07'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca1d7f01453b.html']
['广东省固体废物和化学品环境中心重点行业固体废物第三方环境审计指南编写及审计试点（一期）公开招标公告'],['2019-04-01'],['2019-04-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca1bfa29c29f.html']
['广州番禺职业技术学院“自考相沟通”助学服务项目竞争性磋商公告'],['2019-04-01'],['2019-04-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5ca1be0f61a02.html']
['信宜市平塘镇狮山路接石印森林公园堤防工程招标公告'],['2019-03-29'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9dd6fb08f65.html']
['中山市小榄人民医院公寓床、双层铁架床采购项目竞争性谈判公告'],['2019-03-29'],['2019-04-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9d8de896c0d.html']
['惠州市中大惠亚医院工会委员会2019-2020年职工生日蛋糕券采购项目公开招标公告'],['2019-03-29'],['2019-04-19'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9d843f47637.html']
['信宜市职业技术学校能匠楼前绿地种植、艺术雕塑及水电工程招标公告'],['2019-03-28'],['2019-04-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9c8c498f5a8.html']
['综合楼窗户及楼梯修缮项目公开比选公告'],['2019-03-28'],['2019-04-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9c8c09c221b.html']
['坦洲镇参加2019年中山市第八届运动会比赛项目竞争性磋商邀请函'],['2019-03-28'],['2019-04-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9c8af42038d.html']
['现代企业加速器、科技企业孵化器物业管理服务项目招标公告'],['2019-03-28'],['2019-04-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9c29a68befe.html']
['广州市增城区仙村镇人民政府 增城区仙村镇防洪排涝规划招标公告'],['2019-03-27'],['2019-04-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9ada332380e.html']
['中山市国土资源局电子政务系统项目(05包）单一来源采购公示'],['2019-03-26'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c99eb85b07dd.html']
['中国邮政集团公司广州市分公司2019年金融客户增值服务汽车租赁采购项目竞争性谈判公告'],['2019-03-26'],['2019-04-03'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c99d74248ac3.html']
['广州市天河区环境保护局 天河区环境监测服务库项目（2019-2020）招标公告'],['2019-03-26'],['2019-04-18'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c99ca37df229.html']
['广州市天河区环境保护局 2019年度天河区河涌水质监测项目招标公告'],['2019-03-26'],['2019-04-17'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c99a5d0817bd.html']
['金峰园社区、玉树、联和社区（天鹿小区）日间托老服务中心服务项目招标公告'],['2019-03-26'],['2019-04-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c999bdc34e12.html']
['2019年广州科技贸易职业学院实验实训中心实训室耗材采购项目招标公告'],['2019-03-26'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c999a7777c81.html']
['中山市环境保护局河涌水质自动监测平台建设等3项工作 政府采购服务（第二次） 单一来源采购公示'],['2019-03-25'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c98a67624e3d.html']
['中山市南朗镇南岐北路道路两旁城市管理外包服务采购项目竞争性磋商公告'],['2019-03-25'],['2019-04-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9896e38faf1.html']
['2019年看守所集中采购在押人员日用品采购项目公开招标公告'],['2019-03-25'],['2019-04-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c988f540f43e.html']
['中山市殡仪馆火化专用柴油供应商采购项目（第三次）招标公告'],['2019-03-25'],['2019-04-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c985c8f58ae1.html']
['广州市环境监测中心站 广州市南粤水更清行动计划重点整治河涌水质监测与评价服务项目招标公告'],['2019-03-25'],['2019-04-16'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9849d869dde.html']
['广州科技贸易职业学院校园绿化种植服务项目竞争性磋商公告'],['2019-03-25'],['2019-04-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c983c6f1aae0.html']
['河道违章清拆和清障服务01包组公开招标公告'],['2019-03-22'],['2019-04-15'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c94ab1511a28.html']
['东莞市林业科学研究所2019年度林科园幼林抚育及风水林试验示范林抚育项目招标公告'],['2019-03-22'],['2019-04-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c93597dde35a.html']
['信宜市怀乡引水渠穿越省道S280段覆盖工程竞争性磋商公告'],['2019-03-21'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c934a9ddfc5a.html']
['中山市坦洲镇食品加工小作坊基地快速检验服务采购项目竞争性磋商采购公告'],['2019-03-21'],['2019-04-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c933e75edfe7.html']
['中山市小榄人民医院床上三件套采购项目公开招标公告'],['2019-03-21'],['2019-04-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c933a8956f5e.html']
['广州市天河区元岗街党群服务中心党建氛围设计布置项目招标公告'],['2019-03-21'],['2019-03-28'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9311ab0184e.html']
['中山市黄圃人民医院纺织品协议供货采购项目招标公告'],['2019-03-21'],['2019-04-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c92f2a55369e.html']
['东实集团“十三五”战略规划项目 项目招标邀请公告'],['2016-02-05'],['2016-02-23'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9220f1e1ada.html']
['中国人民警察大学广州校区枪弹库建设项目竞争性磋商公告'],['2019-03-20'],['2019-04-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9206e37e9d5.html']
['浦发银行东莞分行迁址项目—装修分项公开招标公告'],['2019-03-20'],['2019-04-12'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c91fec383613.html']
['广州科技贸易职业学院2019年教育信息化建设监理及咨询服务项目竞争性磋商公告'],['2019-03-20'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c91fdbb4447c.html']
['广东药科大学2019-2021年度常用五金材料采购供应商资格公开招标公告'],['2019-03-20'],['2019-04-11'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c91eb07e8060.html']
['信宜市水口镇赤坎村农村环境综合整治工程竞争性磋商公告'],['2019-03-20'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c91ea30096b7.html']
['综合楼八楼办公室装修工程项目招标公告'],['2019-03-19'],['2019-03-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c908aa32d444.html']
['中山市第二人民医院外送检验服务项目竞争性磋商邀请函'],['2019-03-19'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c9069528702c.html']
['惠州市第三人民医院医联体心电系统互联互通采购项目竞争性磋商公告'],['2019-03-19'],['2019-04-02'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c905d135f4a6.html']
['广东省妇幼保健院番禺院区日间手术室改造项目竞争性磋商公告'],['2019-03-19'],['2019-04-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c90557e26577.html']
['五山街综合楼消防改造工程公开招标公告'],['2019-03-18'],['2019-04-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8f649676690.html']
['佛山农村商业银行股份有限公司职工制服项目公开招标公告'],['2019-03-18'],['2019-04-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8f63f71ea13.html']
['惠州交投鸿兴广告传媒有限公司沙澳收费站新增三面翻广告牌工程项目投标邀请函'],['2019-03-18'],['2019-04-08'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8f5b32e0e73.html']
['惠州市第三人民医院多功能心电监护仪等医疗设备采购项目'],['2019-03-18'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c8f59722b76a.html']
['代发“2019年广州市环境监测中心站管理体系维护运行维护技术需求”'],['2019-03-14'],['1970-01-01'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c89c78137e45.html']
['惠州市第三人民医院组织工会会员户外野炊及趣味活动服务采购项目竞争性磋商公告'],['2019-03-13'],['2019-03-25'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c88bdd1b3920.html']
['中山市环境保护局中山市河涌水质自动监测平台建设项目的招标公告（第二次）'],['2019-03-13'],['2019-04-09'],['http://www.zztender.com/tender/5bf4e003ebfca/p-5c88a5b08fa7d.html']
