公告标题,序号,发布日期,跳转链接 
['广东省林业厅政策性森林保险承保机构资格遴选采购项目'],[招标编号0877-16GZTP01D088,(2016-04-21),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154365d3b891350']
['广州市青年文化宫青年地带行政督导工作人员劳务派遣项目招标公告'],[招标编号0877-16GZTP01A037,(2016-04-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01543264be0c134f']
['中山火炬职业技术学院半导体照明技术应用专业教学资源采购询价采购公告'],[招标编号0877-16GZTP01ZS025,(2016-04-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01542dc10e39134e']
['中山火炬高技术产业开发区水利所火炬开发区小隐中心排水渠整治工程设计招标公开招标公告 '],[招标编号0877-16GZTP01ZS093,(2016-04-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01542dbf777d134d']
['广州市海珠区体育场馆全民健身中心海珠体育中心运动胶地板采购项目'],[招标编号0877-16GZTP01D151,(2016-04-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01542d2d22f1134c']
['广东省地方税务局业务保障平台开发服务采购项目'],[招标编号0877-16GZTP01D111,(2016-04-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01542801f28a1349']
['广州市照明建设管理中心劳务派遣服务采购项目'],[招标编号0877-16GZTP01A110,(2016-04-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015426ebb09a1346']
['内外圆弧数控磨床国际招标公告(2)'],[招标编号0877-164GZTP3A120,(2016-04-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015426c9fec11345']
['广州市白云区食品药品监督管理局仓库租赁项目'],[招标编号0877-16GZTP01A140,(2016-04-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015409738aac1339']
['广东省林业有害生物防治检疫管理办公室软件安装、调试和维护服务采购项目'],[招标编号0877-16GZTP01D138,(2016-04-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015408762c7b1338']
['广东省林业有害生物防治检疫管理办公室林业有害生物监测调查系统软件移动采集终端设备采购项目'],[招标编号0877-16GZTP01D136,(2016-04-12),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154086fa0611337']
['徐闻县鲤鱼潭水库光伏发电项目控制电缆、电力电缆、光伏专用直流电缆及其附件采购项目招标公告'],[招标编号0877-16GZTP04B142,(2016-04-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0154040616be1335']
['湛江电力有限公司2016年4×330MW机组检修维护保温更换、油漆防腐工程招标公告'],[招标编号0877-16GZTP04A125,(2016-04-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153f561e6581332']
['人民化工厂工业大道北39号地块建（构）筑物拆卸工程采购项目'],[招标编号0877-16GZTP04D069,(2016-04-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0156b58c41e1155e']
['湛江电力有限公司2016年4×330MW机组检修维护脚手架搭拆工程招标公告'],[招标编号0877-16GZTP04A124,(2016-04-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153f0202d8c132d']
['广州市白云区退休职工管理委员会办公室居家养老服务采购项目'],[招标编号0877-16GZTP01D068,(2016-04-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153ef65639a132c']
['内外圆弧数控磨床国际招标公告'],[招标编号0877-164GZTP3A120,(2016-04-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153eeca660f132b']
['广东省三水强制隔离戒毒所个人购物采购项目'],[招标编号0877-16GZTP04B118,(2016-04-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153ea9bd8441327']
['广州市越秀区中六幼儿园其他临聘人员服务采购项目（重招）'],[招标编号0877-16GZTP01A048-1,(2016-04-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153ea98a4a91326']
['高压旋喷桩检测、穿堤管工程桩基础检测及基坑支护工程变形监测服务招标竞争性磋商公告'],[招标编号0877-16GZTP04ZS092,(2016-04-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153e44b76f71322']
['阳江供电局2016年3月第1批专项招标项目招标公告'],[招标编号0877-16GZTP04B129,(2016-04-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153e48ee4ff1324']
['广州市海珠区人民政府江海街道办事处垃圾分类减量清运服务采购项目'],[招标编号0877-16GZTP01D114,(2016-04-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153d0cadadd1318']
['阳春市城区污水处理厂污泥无害化处理服务采购项目'],[招标编号0877-16GZTP01B122,(2016-04-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153d0b10a241316']
['海陵岛旅游慢行系统电瓶车专用道路面防滑装甲采购招标公告'],[招标编号0877-16GZTP04B116,(2016-03-31),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153cbe11b8f1313']
['阳江供电局2016年营销宣传及走访活动生活类物资框架项目招标公告'],[招标编号0877-16GZTP04B128,(2016-03-30),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153c71bd3511312']
['中山火炬开发区理工学校电子实训设备与耗材采购公开招标公告'],[招标编号0877-16GZTP01ZS022,(2016-03-30),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153c69b39611310']
['广州致诚晋丰分布式光伏发电项目1.316MWp工程PC总承包（重招）招标公告'],[招标编号0877-16GZTP04B054-1,(2016-03-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153bfcc61251306']
['中山火炬高技术产业开发区水利所2016年三防物资采购项目询价公告'],[招标编号0877-16GZTP01ZS091,(2016-03-28),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153c14fbeb01307']
['广州市海珠区人民政府华洲街道办事处环卫清洁设施采购项目'],[招标编号0877-16GZTP01D108,(2016-03-28),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153bc3a50471303']
['海陵岛整体规划沙盘制作项目'],[招标编号0877-16GZTP04B078,(2016-03-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153ad1802bb12fe']
['徐闻县鲤鱼潭水库光伏发电项目光伏组件支架招标公告'],[招标编号0877-16GZTP04B123,(2016-03-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153ad1480ae12fd']
['火炬开发区同安围水闸和永安围水闸灌浆加固工程竞争性谈判公告'],[招标编号0877-16GZTP01ZS090,(2016-03-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153abc29f8212fb']
['2016年度小型断路器框架招标项目招标公告'],[招标编号0877-16GZTP04B121,(2016-03-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a7fe984312fa']
['阳江供电局2016年度电商平台招标项目（重招）招标公告'],[招标编号0877-16GZTP04B106-1,(2016-03-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a7fd000412f9']
['“阳春市环境保护“十三五”规划项目（重招）招标公告'],[招标编号0877-16GZTP01B014-1,(2016-03-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a6b2202912f6']
['广东省珠江（西江）防护林有害生物综合防控体系基础设施建设实验室设备采购项目'],[招标编号0877-16GZTP01D100,(2016-03-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a682cbc812f5']
['国家机器人检测与评定中心（广州）试验设备-激光测振仪、多通道模态测试分析系统采购项目招标公告'],[招标编号0877-16GZTP04A087,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a10e19bf12f2']
['国家机器人检测与评定中心（广州）试验设备-200kN微机控制电子万能试验机、多通道TOFD超声波探伤仪、激光多普勒干涉仪、激光平面度检测仪、金相分析仪、表面轮廓测量仪采购项目招标公告'],[招标编号0877-16GZTP04A086 ,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a10adb7d12f1']
['国家机器人检测与评定中心（广州）试验设备-机器人六维姿态性能检测与校准标定系统采购项目招标公告'],[招标编号0877-16GZTP04A085,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a108174912f0']
['国家机器人检测与评定中心（广州）试验设备-机器人伺服电机试验台采购项目'],[招标编号0877-16GZTP04A084,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a105578112ef']
['国家机器人检测与评定中心（广州）试验设备-机器人减速器试验台采购项目招标公告'],[招标编号0877-16GZTP04A083,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a102e46c12ee']
['国家机器人检测与评定中心（广州）试验设备-10T三综合振动试验系统采购项目招标公告'],[招标编号0877-16GZTP04A082,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a10004c912ed']
['国家机器人检测与评定中心（广州）试验设备-8通道液压伺服疲劳试验系统采购项目招标公告'],[招标编号0877-16GZTP04A081,(2016-03-23),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153a0fc9cbb12ec']
['湛江机场飞行区围界更新改造工程采购项目'],[招标编号0877-16GZTP04D113,(2016-03-22),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01539d8a578e12ea']
['阳江滨海新区滨海公园1：500数字化地形测绘询价采购'],[招标编号0877-16GZTP01B109,(2016-03-22),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01539d0cff2412e9']
['广州市海珠区人民政府官洲街道办事处社区家庭综合服务采购项目'],[招标编号0877-16GZTP01D112,(2016-03-22),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01539c13ea2612e8']
['广东广播电视台新闻网及办公网络设备驻场运行维护服务采购项目招标公告'],[招标编号DXZ201602S001,(2016-03-21),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015397f1e0fb12e4']
['揭西县农村土地承包经营权确权登记颁证服务项目招标公告'],[招标编号0877-16GZTP01B099,(2016-03-21),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153973e350212e1']
['110kV新洲门窗专项招标（2月1批）（重招）招标公告'],[招标编号0877-16GZTP04B058/3-1,(2016-03-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01537fe6c7d412db']
['广州市越秀区中六幼儿园其他临聘人员服务采购项目'],[招标编号0877-16GZTP01A048,(2016-03-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01537e51bcd912da']
['阳江高新区环境保护和生态建设“十三五”规划项目'],[招标编号0877-16GZTP01B056,(2016-03-16),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01537d61b38612d9']
['阳江供电局2016年度电商平台招标项目招标公告'],[招标编号0877-16GZTP04B106,(2016-03-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153794d3f4c12d6']
['广州市海珠区华洲街垃圾分类减量清运服务采购项目'],[招标编号0877-16GZTP01D069,(2016-03-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153791cedf012d5']
['中山市农业局中山市“两岸四地”现代农业合作示范区规划设计项目竞争性磋商公告 '],[招标编号0877-16GZTP01ZS008,(2016-03-14),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153742c585a12d3']
['自动灭火系统购置招标预告'],[招标编号0877-16GZTP04A061,(2016-03-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015364693f5f12d2']
['电动消防车购置招标预告'],[招标编号0877-16GZTP04A062,(2016-03-11),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01536467011a12d1']
['阳江回隆(阳西)输变电所需的滤波器、阻波器专项招标（12月1批）（二次重招）招标公告'],[招标编号0877-15GZTP04B400/3-2,(2016-03-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01535fc77e7612cf']
['防火卷帘建设招标预告'],[招标编号0877-16GZTP04A063,(2016-03-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01535f808fa712cc']
['电动巡逻车购置招标预告'],[招标编号0877-16GZTP04A064,(2016-03-10),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01535f7f0c5412cb']
['阳江滨海新区滨海生态公园修建性详细规划政府采购项目'],[招标编号0877-16GZTOP01B044,(2016-03-09),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01535a39e87d12c8']
['粤水电徐闻县鲤鱼潭水库光伏项目110V直流系统、交流不停电电源（UPS）系统采购'],[招标编号0877-16GZTP04B077,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353cad32e12bd']
['粤水电徐闻县鲤鱼潭水库光伏项目35kV箱式变电站、站用配电干式变压器、35kV中性点小电阻接地成套装置'],[招标编号0877-16GZTP04B076,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353ca5a7412bc']
['粤水电徐闻县鲤鱼潭水库光伏项目计算机监控系统、AVC/AGC系统、继电保护及安全自动装置、视频监控系统采购'],[招标编号0877-16GZTP04B075,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353c9de1b12bb']
['徐闻县鲤鱼潭水库光伏发电项目交流防雷汇流箱'],[招标编号0877-16GZTP04B074,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353c93f5f12ba']
['徐闻县鲤鱼潭水库光伏发电项目光功率预测系统'],[招标编号0877-16GZTP04B073,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353c8c2df12b9']
['徐闻县鲤鱼潭水库光伏发电项目35kV无功补偿成套装置(SVG)'],[招标编号0877-16GZTP04B072,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353c8315312b8']
['徐闻县鲤鱼潭水库光伏发电项目110kV 六氟化硫气体绝缘金属封闭开关设备（GIS）及110kV 交流无间隙金属氧化锌避雷器'],[招标编号0877-16GZTP04B071,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015353c7a21512b7']
['陆河县国土资源局数字陆河地理空间框架建设采购项目招标公告'],[招标编号0877-16GZTP01B067,(2016-03-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01534fb60a6512b2']
['阳春市北河水库安全鉴定'],[招标编号0877-16GZTP01B059,(2016-03-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015340be6a4012ac']
['中国共产主义青年团广州市白云区委员会“青年地带”青少年专项服务采购项目。'],[招标编号0877-16GZTP01D070,(2016-03-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015340725db112aa']
['中山市三角镇社会事务局居家养老上门家政服务采购项目竞争性谈判公告'],[招标编号0877-16GZTP04ZS024,(2016-03-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01533f52c98012a9']
['中山市三角镇社会事务局居家养老上门家政服务采购项目竞争性谈判公告'],[招标编号0877-16GZTP04ZS024,(2016-03-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01533f52949312a8']
['广州致诚晋丰分布式光伏发电项目1.316MWp工程PC总承包招标公告'],[招标编号0877-16GZTP04B054,(2016-03-03),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01533ba206be12a5']
['中山市农业局中山市“两岸四地”现代农业合作示范区规划编制前期重大专题研究项目竞争性磋商公告 '],[招标编号0877-16GZTP01ZS007,(2016-03-02),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015336996e4412a4']
['人民化工厂工业大道北39号地块土壤检测项目'],[招标编号0877-16GZTP04D068,(2016-03-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0156b6144a38155f']
['阳春市恒财河砂经营有限公司保安服务采购项目'],[招标编号0877-16GZTP04B055,(2016-03-01),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015330126ea9129f']
['阳春市投资行政服务中心视频监控电路网络租赁项目竞争性磋商'],[招标编号0877-16GZTOP01B047,(2016-02-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01532b01f6ea129a']
['阳江供电局2016年度铜铝过渡快捷端子框架招标项目（重招）招标公告'],[招标编号0877-16GZTP04B013/2-1,(2016-02-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01532a8c7daa1298']
['阳江供电局2016年2月第1批专项招标项目招标公告'],[招标编号0877-16GZTP04B058,(2016-02-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015317c2ce8e1297']
['广东省林业自然保护区第一期动植物多样性监测体系建设采购项目'],[招标编号0877-16GZTP01D060,(2016-02-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153167907c71294']
['广东省航空护林站（广东省林火卫星监测中心）航空消防运油加油车采购项目(重招)。'],[招标编号0877-15GZTP01D356-2,(2016-02-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153162395361293']
['广东省春晟综合加工厂电缆改造工程项目招标公告'],[招标编号0877-16GZTP04B052,(2016-02-24),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0153175d27ed1295']
['广东省口腔医院设备采购项目'],[招标编号0877-16GZTP04D035,(2016-02-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152f8c249401287']
['火炬开发区三涌岸墙修复工程竞争性谈判公告'],[招标编号0877-16GZTP04ZS020,(2016-02-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152f8b076011286']
['中山火炬开发区管委会办公区、中心小学等3所学校节水改造方案编制服务 (第二次)竞争性磋商公告'],[招标编号0877-16GZTP04ZS017-1,(2016-02-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152f8ad85a21285']
['广州市白云区第一人民医院三维彩色多普勒超声波诊断仪采购项目'],[招标编号0877-16GZTP01D028,(2016-02-19),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152f870124a1284']
['火炬开发区永春围海堤整治工程设计招标公开招标公告'],[招标编号0877-16GZTP01ZS019,(2016-02-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b5579ef910a1']
['火炬开发区下顷九围自耕地三座电排站工程(第二次)竞争性谈判公告'],[招标编号0877-16GZTP04ZS018-1,(2016-02-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b093e09f109d']
['阳江市城市地下管线普查监理、信息系统平台建设、管线数据整理与入库项目'],[招标编号0877-15GZTP01B390 ,(2016-02-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b06c0eac109b']
['粤水电徐闻县鲤鱼潭水库光伏项目中低压成套配电装置、'],[招标编号0877-16GZTP04B053,(2016-02-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b04bb63d1098']
['春市投资行政服务中心服装采购项目'],[招标编号0877-16GZTOP01B051,(2016-02-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b04b3d781097']
['阳春市基层公共服务综合平台维修公开招标公告'],[招标编号0877-16GZTP01B042,(2016-02-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152b0483f3f1096']
['粤水电徐闻县鲤鱼潭水库光伏项目110kV有载调压三相双绕组'],[招标编号0877-16GZTP04B049,(2016-02-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152ab74faa60f4e']
['粤水电徐闻县鲤鱼潭水库光伏项目组串式逆变器采购'],[招标编号0877-16GZTP04B050,(2016-02-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152ab745d630f4d']
['广东省皮肤性病防治中心5、6层装修改造工程采购项目'],[招标编号0877-16GZTOP04D045,(2016-02-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152ab1a3da30f4a']
['阳光农业相互保险公司广东分公司对江门市水稻种植防灾减灾（一期）项目'],[招标编号0877-16GZTOP04C043,(2016-02-04),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152ab12126b0f49']
['阳春市环境保护“十三五”规划项目招标公告'],[招标编号0877-16GZTP01B014,(2016-02-02),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152a0e707390f40']
['广州市番禺区农村土地承包经营权确权登记颁证项目招标公告'],[招标编号0877-16GZTP01B033,(2016-02-02),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152a0e6620a0f3f']
['AGV路径修改项目招标预告'],[招标编号0877-15GZTP04A300,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01529fe38c5f0f3d']
['广州南方医大医院管理有限公司新办公场所装修（重招）'],[招标编号0877-16GZTP04C003-1,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528c8339010d9d']
['中山火炬开发区管委会办公区、中心小学等3所学校节水改造方案编制服务公开招标公告'],[招标编号0877-16GZTP04ZS017,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528c5977bb0d9c']
['广州市越秀区中小学生综合实践活动教育基地其他临聘人员服务采购项目(重招)'],[招标编号0877-16GZTP01A001-1,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528c58bf8f0d9b']
['粤水电徐闻县鲤鱼潭水库光伏项目光伏组件招标公告'],[招标编号0877-16GZTP04B041,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528c3093eb0d96']
['广东省体育局第三届广东省社会体育指导员健身技能交流展示大赛承办单位项目'],[招标编号0877-15GZTP01D367,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528b799e490d95']
['广东省体育局体育指导员服装采购项目'],[招标编号0877-15GZTP01D371,(2016-01-29),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528b6ff4b90d94']
['阳春市交通运输局地方公路管理站自卸汽车采购（重招）'],[招标编号0877-15GZTP04B397-1,(2016-01-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01528606e3fb0d92']
['火炬开发区下顷九围自耕地三座电排站工程竞争性谈判公告'],[招标编号0877-16GZTP04ZS018,(2016-01-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152828101a40d8f']
['中山市党外人士“智助博爱”社会服务主题活动项目竞争性谈判公告'],[招标编号0877-15GZTP01C325,(2016-01-27),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152826023a10d8a']
['阳江供电局2016年1月第2批专项招标项目招标公告'],[招标编号0877-16GZTP04B040,(2016-01-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01527d0045f00d87']
['香雪社区健康长廊建设、萝峰坑东社健身休闲场所建设工程'],[招标编号0877-16GZTP01D029,(2016-01-26),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01527cb2295b0d84']
['中山火炬水务有限公司临海水质净化厂绿化养护服务采购竞争性谈判公告'],[招标编号0877-16GZTP04ZS006,(2016-01-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152781a860b0cc8']
['罐一线输送系统改造招标公告'],[招标编号0877-16GZTP04A034,(2016-01-25),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152771d0dbf0cc7']
['广东省春晟综合加工厂临时物流点值班室、钢棚工程项目'],[招标编号0877-16GZTP04B030,(2016-01-21),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015263a3ad3c09de']
['阳春市交通运输局地方公路管理站自卸汽车采购询价采购 '],[招标编号0877-15GZTP01B397,(2016-01-20),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01525e84c3cc09dc']
['广州南方医大医院管理有限公司新办公场所装修监理'],[招标编号0877-16GZTP04C004,(2016-01-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152537bda9309d0']
['阳江供电局2015年十二月第一批专项招标项目（重招）招标公告'],[招标编号0877-15GZTP04B400,(2016-01-18),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015252d2bb0f09cf']
['广州市越秀区登峰幼儿园其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A398,(2016-01-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015244ab27cb09cc']
['广东省地质局食堂修缮工程采购项目招标公告'],[招标编号0877-16GZTP01D027,(2016-01-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152447c4ef609cb']
['2015年蟠龙村四期村庄道路改造工程竞争性谈判公告'],[招标编号0877-16GZTP04ZS016,(2016-01-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152442cedcb09ca']
['2015年蟠龙村二期村庄道路改造工程竞争性谈判公告'],[招标编号0877-16GZTP04ZS010,(2016-01-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152442b477109c9']
['2015年蟠龙村一期村庄道路改造工程竞争性谈判公告'],[招标编号0877-16GZTP04ZS009,(2016-01-15),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01524429e9a309c8']
['广东省林业政务服务中心林业大数据可视化监控系统监理采购项目（重招）'],[招标编号0877-15GZTP01D369-1,(2016-01-14),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01523ee507d709c1']
['广东省国家公园（省立）试点方案编制及技术咨询服务采购项目(重招)'],[招标编号0877-15GZTP01D382-1,(2016-01-13),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015238c10d4e09b6']
['阳江供电局2016年1月第1批框架招标项目招标公告'],[招标编号0877-16GZTP04B013,(2016-01-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01522e2fb91209b0']
['阳江供电局2016年1月第1批专项招标项目招标公告'],[招标编号0877-16GZTP04B012,(2016-01-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01522e2e266d09af']
['阳春市漠阳江二桥、春州大桥桥梁检测公开招标公告'],[招标编号0877-16GZTP01B002,(2016-01-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01521fd4059209a5']
['阳江市阳东区2016年度党政机关会议定点场所采购项目'],[招标编号0877-16GZTP01B011,(2016-01-08),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01521ef1fb6609a4']
['广州国际媒体港清洁精开荒服务项目'],[招标编号0877-15GZTP04A380,(2016-01-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015219e0838609a3']
['广州市天河区人民政府龙洞街道办事处家庭综合服务采购项目'],[招标编号0877-15GZTP01D361,(2016-01-07),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015210a67dc30998']
['广州市番禺区石碁镇社会事务服务中心石碁文化广场体育健身设施采购项目(重招) '],[招标编号0877-15GZTP01C347-1,(2016-01-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0155c9efc29f14a6']
['广州市海珠区宝岗路37号南北广场三楼招租项目(重招)'],[招标编号0877-15GZTP04D329-2,(2016-01-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0152162a411f09a1']
['阳春市环境保护局2016年度水环境质量监测项目'],[招标编号0877-15GZTP01B387,(2016-01-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015216277c3009a0']
['阳春市2016年度党政机关会议定点场所采购项目'],[招标编号0877-16GZTP01B005,(2016-01-06),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b015215de9661099d']
['广州市越秀区中小学生综合实践活动教育基地其他临聘人员服务采购项目'],[招标编号0877-16GZTP01A001,(2016-01-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01522064828509a7']
['广州南方医大医院管理有限公司新办公场所装修'],[招标编号0877-16GZTP04C003,(2016-01-05),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b01521584246b099c']
['广州市越秀区黄花实验幼儿园其他临聘人员服务采购项目'],[招标编号0877-15GZTP01A399,(2015-12-30),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151f251702d098d']
['江机场候机室扩容改造工程采购项目'],[招标编号0877-15GZTP04D401,(2015-12-28),['http://www.gztpc.com//tender/show?id=f47e4e884e27f39b0151f1aecbb7098b']
